603328611|460671496;604406570;537010091;534341471;539026478;537136880;539087912;415889940;445341450;452303338
543818090|540999421;539121649;415889940;445341450;458732944;465115128;466491010;469274954;480831697;483691706
527597931|527597509;527597186;527250299;463092325;527598549;527250219;527245556;534837348;536013343;539971878
527843692|535756927;515771510;511243814;527843703;541393893;541393877;533796345;516482205;609849262;530383511
541344109|525107411;541393880;520655308;602933883;509459959;536514035;513830095;526408036;539020508;510285118
513228861|517848676;544133962;518956860;531315884;512195820;518961370;519443652;538912214;510923327;507696252
506545146|501528151;505098297;544140776;537763227;538912077;512915193;525766297;510292530;512913321;536239425
529760627|540983439;540991187;36670161;313125870;313231846;333479899;338994039;349585737;367024095;384209272
531163250|523513927;532891816;601304135;519441632;601306245;519445278;519442604;504903310;518954173;543164395
543818101|476773678;534736177;494616036;534288547;520299012;528995023;482439792;482439772;504192273;520180100
527843702|527889049;519777813;515705287;521105155;602930038;536515740;528995175;532699939;503563696;523184298
527843703|609863935;609849262;536242596;530383511;608440673;527843692;536515740;602930038;541393893;515705471
477422339|478714745;544325213;521918171;529001589;503137766;521917763;602422922;602509160;534736210;606960804
498177428|525771097;496812653;508784283;533252394;540961382;535970614;501528576;540976970;521108601;479994568
536135061|539087965;522138498;600342771;535007877;602435140;522138515;534955062;532719660;536133003;604597009
307384075|463092325;1150561;161807365;168383707;292943374;295727333;315456573;323461431;329917442;330092497
467845501|484558364;494450200;544489083;494450518;494222474;340331053;544489291;451056366;601302566;533796337
543818111|605485559;247236832;251656680;280047161;280050341;280050558;301218568;313085206;313220608;326522104
458752384|333479899;433597663;451579512;456963072;467082550;471621280;472788180;475474494;477949078;488376562
529006978|529005039;359182215;430269958;457025386;462088225;480624129;483811851;483910264;483910835;483910852
525107589|525107611;525309921;456383228;486543842;490075359;492653088;505835810;511548243;514203384;514348677
495093191|478714633;522188925;495825851;533140954;533147277;538913204;491368790;601304159;497147589;533143543
507772993|513308413;537586757;501528151;544133969;530892083;530894592;544140330;509013804;514065566;531586676
505905547|505576245;511274652;538256208;532605295;602503122;529000057;530895478;505373175;544316322;527225834
469500300|505576342;505576288;478650607;478653442;395989965;431262543;527438055;534417880;453193898;429986681
527597966|527597509;527245556;527250219;445267968;601123812;534837348;601063957;539194390;456850925;534838540
525107600|499596459;529002297;605728794;537360772;523284186;498362149;603510951;533718802;491714626;601304119
527843730|511245560;518075426;527843908;533376277;528008639;511243813;534369366;465814656;473242139;481592427
507772995|508592866;501528151;508592680;514348654;505929711;511456387;506570900;512195797;534419939;519446846
525107605|506544738;450907882;496480245;523602110;270538245;280048344;280050971;287387417;306742039;344232369
504922519|467107223;504365904;530896530;530890396;453639217;482547666;481154006;482302876;466671943;541948111
519168068|535968503;602208089;510638735;536242601;244243988;492267921;494219248;494223611;499820513;501295323
499452655|481696902;484054484;537761887;457854979;533376794;541091416;488097422;537758052;518080527;484062835
605772625|605772650;539684448;456382797;535246227;605823350;535072077;533342680;539971433;606017132;457859361
510919070|486540479;501442581;519441651;486538976;544140776;462914284;483212049;539194390;544462375;485974051
501528677|505835755;529003564;512915209;497386812;482439792;494616036;504365703;496937062;487512807;528995023
532370687|532719660;527743141;522138515;528826686;536135399;536133847;539087965;605682624;602435140;534955062
504922530|526171678;527743115;535009483;336784679;519285787;536693093;540968909;540461786;497026795;504417250
504922531|522848150;524139590;519098574;477903622;504902836;519099773;475104263;467107223;538253832;520256181
510919076|485700800;506545150;496619530;496620140;522424988;494217909;510915834;522424980;483910264;487282081
510165062|512051787;527438055;603104300;504192684;534417880;523045991;539435509;602931763;490674671;523048047
514081191|541736383;541737421;535844761;543534135;527818120;497075817;539387281;541893034;543539626;542408378
510919080|525763599;544673523;528995033;531586139;501527936;485975754;481949498;505116804;528999675;323940117
543539626|539387281;535844761;539970892;527818120;497075817;603970419;541736383;532213848;544153530;506224419
445907371|465348715;493722039;456041417;161807365;212494506;414813194;425221546;432559640;432559658;435973729
503038380|458443118;536212614;536213821;458443330;509527916;488463634;483978529;536372466;536510044;542560827
538923882|527523383;462439918;462439740;510597217;452303338;489810626;537136880;473612018;520503143;493681316
504922542|481044801;467107659;519001470;523025598;539632234;520299025;530897354;533164412;511315672;522742099
611238323|528338162;497076527;127628074;147008922;160312980;363390306;367731352;382406529;382406530;433509893
477512116|477512996;502242568;538912708;522848096;430264433;491714626;531035235;482590308;502739697;270538245
536507806|527502743;515705477;535757447;535756939;602933827;542091639;533796754;540999423;541393880;532699939
542766446|537686280;541969737;536279227;603946357;540465525;543366959;533729417;537417377;538007976;538307898
609419704|539148332;536282350;541947827;538922838;315456573;518645990;522876660;530155228;526171657;542588082
537231801|522188903;544000141;536509222;513123528;522425019;540980523;462914284;508378974;480262976;501441565
533250490|519098931;604141647;481044801;538817492;499539679;536831942;531676781;504958226;519104289;537359249
537231803|461952564;471735509;472581018;475077631;476195197;476198551;476228333;480486093;481716280;482405241
487458647|538873815;456889415;604065352;606247778;425221546;212494506;432559640;432559658;435973729;443098319
606028222|535843753;536697555;607006309;520262379;535844205;540732062;603504519;161807365;277825275;295727333
517702079|603472528;518910893;540465069;609853359;536735085;543858923;537256561;609421643;456041417;161807365
456547932|456548264;514348437;479283299;533143816;605040661;538913219;479137631;534286853;481949375;472139420
541737409|247236832;251656680;301218568;313085206;434698067;439768849;441085880;441766715;450703158;450705499
536183234|535843608;534852638;489274134;538506170;603472528;538922901;536285166;539684448;535009191;535288546
489161159|522143554;465545721;510162308;536846839;527023878;533376840;441085880;532201052;506545311;480167031
461472201|477883381;499596459;471621239;495826445;533718808;605728790;479608490;601308921;510160633;605728770
536183242|535534940;509366586;534230595;488113118;537003139;473062475;486302492;602966603;493682373;539487701
533250509|518075426;533250490;507982091;540993920;530897351;516483352;534838547;519104939;526411139;536845998
523099229|543860747;538310160;531511095;535070290;535534426;535844342;542588981;536939221;491997425;538872941
543687119|605365314;539913156;605606868;540760139;534348216;607665400;539149520;539971389;601964759;608257113
533250512|484506944;535032040;450989008;280048344;531944604;522325409;537446254;605728790;433000313;501442569
453722577|537415040;537686094;32348766;167990014;210294359;215652821;222156682;231198014;274263302;367457837
540950996|532201196;522375024;532201099;532201038;532200922;522425000;541502369;604615833;527503381;522373832
518668758|532213833;532214530;533727138;601063970;602648539;508259824;537501422;522175102;462439740;480210771
507773007|467699216;459010693;459086874;494226206;480999071;474488470;602208417;530897329;494217001;410674161
531841500|601057769;464768130;468366826;473527551;473686428;481698218;488693340;491624490;493913956;494222334
470958557|477006047;415732959;451916553;458916804;468491903;474598204;476538159;477004518;483691216;485975747
484000222|533729417;542371262;535246298;535245442;602097417;603970419;530555393;603512115;274263302;435030814
533250527|540552174;540955502;539121654;523283903;529005888;541090708;528991103;520416084;489059965;522188922
473154016|494451595;494451125;494451122;508560162;540988210;513228861;544139983;295727333;315456573;330092497
454296036|535007402;491429406;32348766;167990014;210294359;215652821;222156682;231198014;274263302;367457837
518821286|604991987;535009099;6730074;329906228;334346679;363143521;399922135;416943470;443036044;455270498
535118310|537686094;531238205;534226113;534764066;541734516;533843010;534630445;537003210;537412718;537708977
538925526|605823350;533342053;495090655;534852289;528272740;532214387;537174785;538922871;529789347;533342680
606513916|604266617;604432213;1150561;161807365;168383707;212494506;292943374;307384075;323461431;329917442
504922603|532320639;472335101;500601082;537141679;530561797;601588637;543644540;477538039;484862323;494217191
504922610|605039606;519102752;609379749;483844732;604175784;522325455;604063032;517849407;533774581;473242139
511017460|509528130;532602583;456940629;459591019;485853596;485857297;485857782;485857809;485860425;485882111
504922613|530896530;537588039;530894485;517849407;516490610;525765000;531676774;604595503;604595536;605039606
537412086|537964215;600232827;600781877;482045677;603395453;496196286;528939855;541948276;609110507;483843555
454296055|535245442;539971284;543091514;537416254;537686280;539971289;488530945;432162513;542588960;439768241
536609272|607390804;507770645;513421090;539971135;492673198;295727333;315456573;330092497;433134152;445267968
504922618|481044800;538260969;519105281;538262986;503513327;522848088;604355210;522742099;486538617;504902148
488931227|517500489;606098799;512307734;531888293;508545758;494217424;606098727;510532875;529751835;508593240
602931710|519103172;537042977;532727394;509459959;513830095;510285118;519166644;525107411;527502743;515651657
494617088|467341392;412018594;530561789;476773007;530560839;542088009;602509165;494450274;602503141;602503165
604357121|482529150;532727385;532823345;542920701;528338188;532690743;537447313;609570868;539611526;503198533
604357122|494217057;530896487;538009536;604357156;541090304;542918900;530612073;530893173;530894620;540016318
602931717|602933856;543642742;505292952;523602935;485200281;529002032;495978094;540952468;602933873;543638715
541092609|522190940;536507801;514349534;464492774;531674132;536510012;519443652;525775657;497603397;486771410
602931723|530613849;602933897;602479323;519547156;529705338;529826532;532766663;536845151;602933840;602930096
444400140|536131199;1150561;161807365;168383707;196652199;292943374;306884123;307384075;323461431;329917442
602931726|532974654;535757817;522190960;533795987;541393899;536511412;602931784;519102752;536513946;541508473
470177197|444357943;534955062;605682658;605682607;536133847;539087965;605682631;535006013;535009133;535007402
539086469|537137065;522102202;485975068;531603615;512634730;544497323;603946332;603330912;503470243;528822556
602931763|489781840;527438043;523284200;531315892;527437859;523230449;530097475;527438055;534417880;455854986
540571607|535844241;539403251;607667201;544016893;520866449;540294110;530646235;541001344;530611506;544324107
601063956|538478430;452303338;456819690;456889415;458994112;461126996;462436494;462436705;462439740;462439918
